epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,201.164,0.83787,0.6891,1.05439,1,0.98406,0.98553,0.82181,0.62756,0.49008,0.93955,0.00138753,0.00138753,0.00138753
29,207.981,0.83816,0.71765,1.05436,1,0.98582,0.98525,0.8415,0.61304,0.53525,0.92539,0.00136781,0.00136781,0.00136781
30,215.168,0.86724,0.67306,1.09226,0.97299,0.97359,0.98508,0.83301,0.6125,0.48582,0.93412,0.00134758,0.00134758,0.00134758
31,222.318,0.82544,0.6211,1.04606,0.99777,0.98649,0.98652,0.84841,0.54431,0.44684,0.9058,0.00132685,0.00132685,0.00132685
32,229.398,0.80078,0.61804,1.03827,0.98631,0.98649,0.98582,0.8378,0.58902,0.47261,0.92288,0.00130565,0.00130565,0.00130565
33,236.483,0.85023,0.65773,1.05346,0.99874,0.98649,0.9868,0.84559,0.6122,0.42872,0.93457,0.00128398,0.00128398,0.00128398
34,243.57,0.78018,0.59941,1.02513,0.99836,0.98649,0.98633,0.8476,0.58275,0.41971,0.92698,0.00126188,0.00126188,0.00126188
35,250.552,0.74326,0.56741,1.01393,0.99869,0.98649,0.98581,0.85165,0.55611,0.42662,0.90999,0.00123936,0.00123936,0.00123936
36,257.604,0.80097,0.63954,1.03887,0.99773,0.98649,0.98829,0.84516,0.56778,0.42146,0.92116,0.00121645,0.00121645,0.00121645
37,264.484,0.78613,0.59321,1.03647,0.99553,0.98649,0.98647,0.84141,0.60075,0.40467,0.93473,0.00119317,0.00119317,0.00119317
38,272.266,0.8104,0.61313,1.04327,0.98573,0.98649,0.98383,0.84863,0.55361,0.40097,0.91466,0.00116955,0.00116955,0.00116955
39,279.753,0.76366,0.57559,1.04131,1,0.98263,0.98553,0.84235,0.57564,0.41014,0.92969,0.0011456,0.0011456,0.0011456
40,286.674,0.80822,0.59824,1.05057,1,0.98642,0.98647,0.86536,0.5462,0.39303,0.92172,0.00112135,0.00112135,0.00112135
41,293.146,0.74208,0.60662,1.02368,0.99915,0.98649,0.98784,0.85654,0.56292,0.38021,0.91418,0.00109683,0.00109683,0.00109683
42,300,0.74714,0.53489,1.01042,0.99456,0.98649,0.98725,0.85641,0.55212,0.38206,0.91943,0.00107205,0.00107205,0.00107205
43,306.452,0.79533,0.53011,1.02579,0.99789,0.98649,0.98732,0.86849,0.53959,0.36358,0.90739,0.00104705,0.00104705,0.00104705
44,313.58,0.78182,0.5556,1.04747,0.99902,0.98649,0.98633,0.85455,0.53704,0.3755,0.89109,0.00102184,0.00102184,0.00102184
45,321.052,0.69659,0.51393,0.98561,0.99836,0.98649,0.98598,0.86011,0.51897,0.37071,0.89244,0.000996456,0.000996456,0.000996456
46,328.392,0.7312,0.5189,1.02632,0.99873,0.98649,0.98592,0.85669,0.55844,0.37355,0.90792,0.000970919,0.000970919,0.000970919
47,335.436,0.75406,0.5726,1.01869,0.99896,0.98649,0.98725,0.86567,0.53747,0.36513,0.9098,0.000945256,0.000945256,0.000945256
48,342.64,0.69577,0.50925,0.99679,0.99895,0.98649,0.98764,0.86981,0.51897,0.35361,0.89229,0.00091949,0.00091949,0.00091949
49,349.855,0.74136,0.53169,1.02544,0.99898,0.98649,0.99414,0.86146,0.5199,0.34107,0.89836,0.000893648,0.000893648,0.000893648
50,357.042,0.70019,0.50769,0.97512,0.99916,0.98649,0.99322,0.87746,0.51009,0.33691,0.89567,0.000867754,0.000867754,0.000867754
51,364.269,0.70302,0.50146,0.97933,0.99906,0.98649,0.98846,0.87162,0.51131,0.35013,0.8988,0.000841835,0.000841835,0.000841835
52,371.686,0.68011,0.49583,0.97701,0.98569,0.98649,0.98556,0.87425,0.50878,0.3336,0.89126,0.000815916,0.000815916,0.000815916
53,379.204,0.68682,0.48184,0.99481,0.99912,0.98649,0.98776,0.88399,0.48317,0.32653,0.88417,0.000790022,0.000790022,0.000790022
54,385.782,0.70325,0.47329,0.98391,0.99919,0.98649,0.98919,0.88805,0.50197,0.31955,0.8887,0.00076418,0.00076418,0.00076418
55,392.064,0.71947,0.48973,1.01336,0.9991,0.98649,0.98792,0.8746,0.52457,0.33553,0.90001,0.000738414,0.000738414,0.000738414
56,398.348,0.71093,0.50089,0.99815,0.99857,0.98649,0.98857,0.88212,0.4933,0.31124,0.88826,0.000712751,0.000712751,0.000712751
57,404.657,0.71707,0.52671,1.00258,0.99863,0.98649,0.98984,0.89091,0.493,0.32104,0.88802,0.000687214,0.000687214,0.000687214
58,410.885,0.69141,0.47783,0.99135,0.99833,0.98649,0.98749,0.87198,0.52547,0.33414,0.89448,0.000661831,0.000661831,0.000661831
59,417.069,0.70196,0.46967,0.97755,0.99824,0.98649,0.98743,0.86697,0.53724,0.33394,0.89937,0.000636625,0.000636625,0.000636625
60,423.195,0.65654,0.47869,0.97601,0.99846,0.98649,0.98925,0.88905,0.50065,0.30815,0.8808,0.000611621,0.000611621,0.000611621
61,429.371,0.66166,0.44737,0.9745,0.99916,0.98649,0.99069,0.89235,0.48426,0.29824,0.88095,0.000586845,0.000586845,0.000586845
62,435.564,0.73976,0.49715,1.00837,0.99917,0.98649,0.99114,0.90423,0.47162,0.29218,0.87638,0.00056232,0.00056232,0.00056232
63,441.723,0.66459,0.47549,0.98362,0.99636,0.98649,0.99046,0.88956,0.49755,0.3226,0.88584,0.000538072,0.000538072,0.000538072
64,447.857,0.67082,0.46005,0.98867,0.995,0.98649,0.98831,0.88091,0.51132,0.32773,0.8871,0.000514122,0.000514122,0.000514122
65,453.942,0.66914,0.47218,0.98442,0.99816,0.98649,0.98748,0.89736,0.47152,0.30061,0.87443,0.000490497,0.000490497,0.000490497
66,460.093,0.67628,0.48197,0.99163,0.99698,0.98649,0.98802,0.89476,0.47042,0.31895,0.872,0.000467218,0.000467218,0.000467218
67,466.355,0.63657,0.43267,0.96864,0.99216,0.98649,0.98875,0.89495,0.47476,0.32249,0.87065,0.000444309,0.000444309,0.000444309
68,472.737,0.60342,0.4172,0.95592,0.99807,0.98649,0.98991,0.89823,0.47246,0.30292,0.87174,0.000421792,0.000421792,0.000421792
69,478.913,0.62474,0.47822,0.95205,0.99803,0.98649,0.99024,0.898,0.48741,0.29663,0.8793,0.000399689,0.000399689,0.000399689
70,485.123,0.6038,0.41428,0.95497,0.99458,0.98649,0.9895,0.89208,0.47979,0.31543,0.87576,0.000378023,0.000378023,0.000378023
71,491.232,0.6104,0.43297,0.96507,0.99697,0.98649,0.98946,0.8919,0.48164,0.30122,0.87629,0.000356815,0.000356815,0.000356815
72,497.491,0.6585,0.44128,0.9845,0.99722,0.98649,0.98987,0.88647,0.50083,0.30067,0.88102,0.000336086,0.000336086,0.000336086
73,503.652,0.63093,0.43153,0.97172,0.9955,0.98649,0.98863,0.88517,0.48872,0.30891,0.877,0.000315855,0.000315855,0.000315855
74,509.76,0.6364,0.40471,0.96043,0.99708,0.98649,0.98851,0.89618,0.47678,0.30969,0.87325,0.000296144,0.000296144,0.000296144
75,515.878,0.6356,0.43369,0.96244,0.99783,0.98649,0.98889,0.89694,0.4736,0.29288,0.87172,0.000276971,0.000276971,0.000276971
76,521.987,0.58909,0.40039,0.94024,0.99777,0.98649,0.98932,0.89836,0.46432,0.27636,0.87164,0.000258355,0.000258355,0.000258355
77,528.138,0.62474,0.40783,0.9645,0.99864,0.98649,0.98974,0.90199,0.46306,0.26933,0.86899,0.000240316,0.000240316,0.000240316
78,534.239,0.6047,0.39677,0.94809,0.99877,0.98649,0.98943,0.89537,0.46494,0.27281,0.86903,0.00022287,0.00022287,0.00022287
79,540.357,0.59219,0.39615,0.96693,0.99894,0.98649,0.98974,0.89516,0.46813,0.27218,0.87226,0.000206034,0.000206034,0.000206034
80,546.508,0.59923,0.40002,0.95364,0.99864,0.98649,0.99019,0.89938,0.4673,0.27873,0.87374,0.000189827,0.000189827,0.000189827
81,552.61,0.59586,0.40892,0.96898,0.99834,0.98649,0.9901,0.90874,0.46329,0.28402,0.87132,0.000174262,0.000174262,0.000174262
82,559.068,0.60336,0.41307,0.96188,0.99828,0.98649,0.99069,0.91079,0.46533,0.28028,0.86943,0.000159357,0.000159357,0.000159357
83,565.261,0.59578,0.43063,0.94525,0.99837,0.98649,0.99057,0.90787,0.46188,0.27903,0.87189,0.000145125,0.000145125,0.000145125
84,571.379,0.57815,0.37792,0.92859,0.99858,0.98649,0.991,0.91944,0.45713,0.26936,0.86861,0.000131581,0.000131581,0.000131581
85,577.505,0.60322,0.41756,0.94847,0.99875,0.98649,0.991,0.91192,0.45546,0.25913,0.86857,0.000118737,0.000118737,0.000118737
86,583.725,0.56925,0.37689,0.94567,0.99864,0.98649,0.99107,0.91266,0.45362,0.25805,0.86917,0.000106608,0.000106608,0.000106608
87,590.011,0.56577,0.39068,0.94163,0.99892,0.98649,0.99107,0.90644,0.45322,0.25276,0.86961,9.52034e-05,9.52034e-05,9.52034e-05
88,596.2,0.59021,0.3849,0.94905,0.99899,0.98649,0.99094,0.90735,0.45643,0.25261,0.8704,8.4536e-05,8.4536e-05,8.4536e-05
89,602.376,0.56969,0.36164,0.95599,0.99903,0.98649,0.99107,0.91385,0.4567,0.25256,0.86976,7.4616e-05,7.4616e-05,7.4616e-05
90,608.469,0.54177,0.39081,0.92435,0.99898,0.98649,0.99121,0.91771,0.45102,0.25356,0.86785,6.54531e-05,6.54531e-05,6.54531e-05
91,630.358,0.49029,0.32212,0.88609,0.99915,0.98649,0.99046,0.90956,0.45072,0.24889,0.86777,5.70564e-05,5.70564e-05,5.70564e-05
92,636.598,0.48577,0.31271,0.87738,0.99917,0.98649,0.9901,0.90898,0.45042,0.24919,0.86771,4.94343e-05,4.94343e-05,4.94343e-05
93,642.794,0.46591,0.32901,0.87348,0.99915,0.98649,0.99005,0.90802,0.45136,0.25218,0.86716,4.25941e-05,4.25941e-05,4.25941e-05
94,648.918,0.47977,0.31641,0.86602,0.99915,0.98649,0.99024,0.91127,0.45429,0.25341,0.86778,3.65426e-05,3.65426e-05,3.65426e-05
95,655.043,0.47529,0.30872,0.86387,0.99915,0.98649,0.9901,0.90703,0.45556,0.25259,0.8678,3.12859e-05,3.12859e-05,3.12859e-05
96,661.136,0.46813,0.29821,0.85377,0.99917,0.98649,0.9901,0.90607,0.45496,0.25316,0.86788,2.68292e-05,2.68292e-05,2.68292e-05
97,667.288,0.46782,0.34282,0.85035,0.99917,0.98649,0.99005,0.90565,0.45253,0.25845,0.86724,2.31767e-05,2.31767e-05,2.31767e-05
98,673.411,0.46781,0.3165,0.86256,0.99915,0.98649,0.99,0.90764,0.45311,0.25905,0.86714,2.03321e-05,2.03321e-05,2.03321e-05
99,679.556,0.46749,0.32361,0.87502,0.99916,0.98649,0.9901,0.9103,0.45283,0.25739,0.86689,1.82983e-05,1.82983e-05,1.82983e-05
100,685.672,0.469,0.31344,0.85216,0.99917,0.98649,0.9901,0.90843,0.45113,0.25533,0.86697,1.70772e-05,1.70772e-05,1.70772e-05
