epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
76,2238.05,1.33915,0.51187,0.9987,0.99826,0.97292,0.99125,0.65444,1.42445,0.48706,1.0409,0.000258355,0.000258355,0.000258355
77,2265.89,1.3233,0.50619,0.99764,0.99909,0.97379,0.99141,0.6602,1.41556,0.48406,1.04055,0.000240316,0.000240316,0.000240316
78,2293.96,1.36588,0.51643,1.01547,0.99808,0.97292,0.99165,0.65566,1.41815,0.48476,1.04135,0.00022287,0.00022287,0.00022287
79,2321.95,1.3263,0.51277,0.99173,0.99906,0.97379,0.99213,0.65827,1.41499,0.48292,1.03928,0.000206034,0.000206034,0.000206034
80,2352.04,1.30884,0.50463,0.9904,0.99833,0.97598,0.99207,0.65844,1.41096,0.4797,1.0396,0.000189827,0.000189827,0.000189827
81,2379.84,1.34283,0.50887,1.00024,0.99814,0.97292,0.99225,0.65573,1.40805,0.48321,1.03816,0.000174262,0.000174262,0.000174262
82,2409.04,1.32683,0.52007,0.99873,0.99832,0.97584,0.99225,0.65773,1.40724,0.48361,1.0369,0.000159357,0.000159357,0.000159357
83,2436.13,1.33679,0.50354,1.00492,0.99833,0.97585,0.99292,0.65509,1.40955,0.47975,1.03709,0.000145125,0.000145125,0.000145125
84,2463.45,1.32464,0.50536,0.99082,0.99834,0.97582,0.99251,0.66095,1.41334,0.48144,1.03744,0.000131581,0.000131581,0.000131581
85,2491.5,1.32437,0.51511,0.99717,0.99835,0.97586,0.99203,0.66037,1.41702,0.48412,1.03941,0.000118737,0.000118737,0.000118737
86,2520.2,1.31308,0.50094,0.99178,0.99834,0.9759,0.99188,0.65834,1.40941,0.4782,1.03689,0.000106608,0.000106608,0.000106608
87,2547.3,1.32371,0.49894,0.99346,0.99833,0.97589,0.99185,0.65936,1.41071,0.4762,1.03774,9.52034e-05,9.52034e-05,9.52034e-05
88,2575.05,1.32468,0.49668,1.00204,0.99834,0.97582,0.99202,0.65484,1.41092,0.47422,1.0375,8.4536e-05,8.4536e-05,8.4536e-05
89,2603.12,1.31085,0.49356,0.98712,0.99833,0.97581,0.99184,0.65631,1.40983,0.47262,1.03666,7.4616e-05,7.4616e-05,7.4616e-05
90,2631.31,1.31603,0.50203,0.98649,0.99833,0.97578,0.99138,0.65879,1.41415,0.47681,1.03752,6.54531e-05,6.54531e-05,6.54531e-05
91,2676.2,1.34179,0.47495,1.04466,0.99832,0.9758,0.99163,0.65657,1.4106,0.47582,1.03742,5.70564e-05,5.70564e-05,5.70564e-05
92,2705.99,1.33773,0.47252,1.04104,0.99832,0.97584,0.99195,0.65914,1.40721,0.47383,1.03673,4.94343e-05,4.94343e-05,4.94343e-05
93,2740.39,1.33566,0.46618,1.04771,0.99834,0.97596,0.99224,0.65988,1.40558,0.47382,1.03588,4.25941e-05,4.25941e-05,4.25941e-05
94,2771.06,1.33012,0.46861,1.04461,0.99831,0.97603,0.99238,0.65825,1.40647,0.47532,1.03638,3.65426e-05,3.65426e-05,3.65426e-05
95,2798.21,1.32757,0.46696,1.04045,0.99815,0.97292,0.99242,0.65791,1.4065,0.47486,1.03644,3.12859e-05,3.12859e-05,3.12859e-05
96,2825.83,1.32543,0.467,1.04482,0.99813,0.97292,0.99244,0.65674,1.40744,0.47231,1.03637,2.68292e-05,2.68292e-05,2.68292e-05
97,2853.8,1.33369,0.46579,1.04836,0.99833,0.97595,0.99244,0.65847,1.40684,0.4729,1.03581,2.31767e-05,2.31767e-05,2.31767e-05
98,2881.77,1.33477,0.46673,1.04292,0.99832,0.97595,0.99239,0.65865,1.40593,0.47203,1.03582,2.03321e-05,2.03321e-05,2.03321e-05
99,2909.07,1.33121,0.46452,1.04764,0.9983,0.97599,0.99235,0.65806,1.40555,0.47273,1.0357,1.82983e-05,1.82983e-05,1.82983e-05
100,2936.94,1.33294,0.46565,1.04127,0.99833,0.97589,0.99236,0.65784,1.40449,0.47285,1.03543,1.70772e-05,1.70772e-05,1.70772e-05
